brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine,preprocessed_brand,preprocessed_model,preprocessed_body_type,preprocessed_price,preprocessed_km,preprocessed_vehicle_engine,text_content
Honda,CBR125R,2009 Honda CBR125R,2009,c06579e3b277792a75ce19dad3e15db59d2fc4a6d3b4c5b1e62e5498241a03fd,2250,11,Super Sport,7037.0,125,honda,cbr125r,super sport,2250,7037.0,125,honda honda super sport 2250 7037.0 125
Honda,CBR125R,2012 Honda CBR125R,2012,12ba4021d56e2402dc6ea185ca3af5f1906cead5d4f11e3dcd4d8c8166e20e4e,3200,1,Super Sport,8995.0,125,honda,cbr125r,super sport,3200,8995.0,125,honda honda super sport 3200 8995.0 125
Honda,CBR125R,2008 Honda CBR125R MY09,2008,8c3a5175065d4f08f15695de2c27a666905590d725d2be0c08f1e7c0a06c1a11,2500,14,Super Sport,9874.0,125,honda,cbr125r,super sport,2500,9874.0,125,honda honda super sport 2500 9874.0 125
Honda,CBR125R,2008 Honda CBR125R MY09,2008,adf3d8a153d2f5bc68ca79496dbf4b4486ba7c09d95e631e63b14a13691cb9cc,2200,5,Super Sport,42520.0,125,honda,cbr125r,super sport,2200,42520.0,125,honda honda super sport 2200 42520.0 125
Honda,CBR125R,2008 Honda CBR125R,2008,a435eba88041e6cd77eef72a1fc3dea89b049d0c9d4c2fa9b5a9624a3803af01,1999,22,Super Sport,31570.0,125,honda,cbr125r,super sport,1999,31570.0,125,honda honda super sport 1999 31570.0 125
Honda,CBR125R,2014 Honda CBR125R,2014,a9b8eec7d05d71d61199807aaa34207d5a695e511507d28a3bcdb8c58d2fe9f9,2999,9,Super Sport,4600.0,125,honda,cbr125r,super sport,2999,4600.0,125,honda honda super sport 2999 4600.0 125
Honda,PCX 125,2011 Honda PCX 125,2011,e9842dd3ba9feb1b136358497b842f8196498a2f4a05d835d51021e78995dc85,3100,10,Scooters,10500.0,125,honda,pcx 125,scooter,3100,10500.0,125,honda honda scooter 3100 10500.0 125
Honda,PCX 125,2012 Honda PCX 125,2012,973dae77c5f9fa03f15a10ad7bdeb2bd5ca9997b890bda349feb0fb3bec93c99,3000,2,Scooters,7000.0,125,honda,pcx 125,scooter,3000,7000.0,125,honda honda scooter 3000 7000.0 125
Honda,PCX 125,2010 Honda PCX 125,2010,79251ca41dec63394b046bb914aba47c2ced1da9569beb2ffae2986cb34b0695,2300,5,Scooters,25300.0,125,honda,pcx 125,scooter,2300,25300.0,125,honda honda scooter 2300 25300.0 125
Honda,PCX 125,2011 Honda PCX 125,2011,c987f1583845d8703b94f22156825ccaa5b8dff5ac2b6f3b62d30be96e838127,2400,14,Scooters,19000.0,125,honda,pcx 125,scooter,2400,19000.0,125,honda honda scooter 2400 19000.0 125
Yamaha,YZF-R125,2011 Yamaha YZF-R125,2011,2e51eeaf910e643cfbd8387610a4229171424851b18af6d9a3b63dd42a6b2300,3500,11,Super Sport,5720.0,125,yamaha,yzf-r125,super sport,3500,5720.0,125,yamaha yamaha super sport 3500 5720.0 125
Kawasaki,Z125 PRO (BR125J),2017 Kawasaki Z125 PRO (BR125J),2017,99be8c0fbf8520498d613a803e60ffa31a54181bbc03d0db2794c936fc588320,3900,5,Naked,771.0,125,kawasaki,z125 pro ( br125j ),nake,3900,771.0,125,kawasaki kawasaki nake 3900 771.0 125
Honda,Monkey 125 (Z125MAK),2018 Honda Monkey 125 (Z125MAK) MY19,2018,dd6b74609fb689b45bc1d8ff40a78d5b4fce9bac808fb74ab25af2e8cb8b3c2d,5500,7,Naked,418.0,125,honda,monkey 125 ( z125mak ),nake,5500,418.0,125,honda honda nake 5500 418.0 125
Kawasaki,Z125 PRO KRT Replica,2017 Kawasaki Z125 PRO KRT Replica,2017,55323bb772755d0e80b20faf20d2c6f58c0e78a02141dc4f4f4065917f09ca86,2998,6,Naked,14461.0,125,kawasaki,z125 pro krt replica,nake,2998,14461.0,125,kawasaki kawasaki nake 2998 14461.0 125
Kawasaki,Z125 PRO KRT Replica,2018 Kawasaki Z125 PRO KRT Replica,2018,138a1ca139e97f755c96b86d9c1e65bc7d59fdf27982610f9b0ce1c7a947f616,3999,8,Naked,260.0,125,kawasaki,z125 pro krt replica,nake,3999,260.0,125,kawasaki kawasaki nake 3999 260.0 125
Kawasaki,Z125 PRO KRT Replica,2018 Kawasaki Z125 PRO KRT Replica,2018,0070842cc194e403ef2dcb8d2fd27bddd839f5fe1ec34d7dfcacfda6a32769d6,3990,30,Naked,50.0,125,kawasaki,z125 pro krt replica,nake,3990,50.0,125,kawasaki kawasaki nake 3990 50.0 125
Kawasaki,Z125 PRO KRT Replica,2017 Kawasaki Z125 PRO KRT Replica MY18,2017,ff1eab83b59af4587c1a8d7e81c49e26e2e728917aa87d123e0a21cfad760729,3500,7,Naked,2620.0,125,kawasaki,z125 pro krt replica,nake,3500,2620.0,125,kawasaki kawasaki nake 3500 2620.0 125
Kawasaki,KLX150BF (KLX150F),2018 Kawasaki KLX150BF (KLX150F),2018,86d55f98984371748cc9d5d4149b36a89baa0b42cce05cc2669b7fb92f5e27c3,3990,20,Trail,199.0,144,kawasaki,klx150bf ( klx150f ),trail,3990,199.0,144,kawasaki kawasaki trail 3990 199.0 144
Kawasaki,KLX150BF (KLX150F),2015 Kawasaki KLX150BF (KLX150F),2015,1c802a85028b92600f756d3723aa51009baca601366f38958ccd9227a7886d4d,3000,5,Trail,11000.0,144,kawasaki,klx150bf ( klx150f ),trail,3000,11000.0,144,kawasaki kawasaki trail 3000 11000.0 144
Kawasaki,KLX150BF (KLX150F),2018 Kawasaki KLX150BF (KLX150F),2018,53b69779f791015f1c0cee4de62f373c06f1479fbcb2a0633a11c25bb5d61c84,4499,23,Trail,100.0,144,kawasaki,klx150bf ( klx150f ),trail,4499,100.0,144,kawasaki kawasaki trail 4499 100.0 144
Vespa,150 Super (VBC),1969 Vespa 150 Super (VBC),1969,a7826f464628af864de834cf7db461e259452334e830b2c6113352587e2dfaef,6650,1,Scooters,50.0,145,vespa,150 super ( vbc ),scooter,6650,50.0,145,vespa vespa scooter 6650 50.0 145
Vespa,PX 150,2012 Vespa PX 150,2012,7f7344f0da816a93c9be652b4ea5f542576a6b1a42768b90f258bf3bd65e3ba8,2800,4,Scooters,8756.0,149,vespa,px 150,scooter,2800,8756.0,149,vespa vespa scooter 2800 8756.0 149
Honda,SH150i,2009 Honda SH150i,2009,53940dbf3988731aede9982f51ddf0568547723ffa86f3c49863d6c80b17618c,3990,13,Scooters,6550.0,149,honda,sh150i,scooter,3990,6550.0,149,honda honda scooter 3990 6550.0 149
Piaggio,Fly 150,2010 Piaggio Fly 150,2010,e45ef273b8114582408238a7ece76fd3898bc975e69c7d51f7b58a8048c2e22c,2490,23,Scooters,6415.0,149,piaggio,fli 150,scooter,2490,6415.0,149,piaggio piaggio scooter 2490 6415.0 149
CFMoto,V-Night,2012 CFMoto V-Night,2012,39c5302b6477d3cb694fe1d39b0fb6cc5d0620e4e2f9b789855107556463bbd2,1790,5,Super Sport,19990.0,149,cfmoto,v-night,super sport,1790,19990.0,149,cfmoto cfmoto super sport 1790 19990.0 149
Yamaha,YZF-R15,2011 Yamaha YZF-R15,2011,6c975ed212ffaffc0eb480e95ccc740db3c3239d1866fb9d7210ad24a358e8d0,1900,7,Super Sport,12620.0,149,yamaha,yzf-r15,super sport,1900,12620.0,149,yamaha yamaha super sport 1900 12620.0 149
Yamaha,YZF-R15,2015 Yamaha YZF-R15,2015,229077f26e68a0c2ae0ee016b7478d3230a203ae622379bee772ecb4bbde09d1,2500,7,Super Sport,26706.0,149,yamaha,yzf-r15,super sport,2500,26706.0,149,yamaha yamaha super sport 2500 26706.0 149
PGO,GMAX 150,2006 PGO GMAX 150,2006,a56aa873e911201f9614652457492ec8caf14dd81aceba173883ceb93726fa50,2300,5,Scooters,14900.0,149,pgo,gmax 150,scooter,2300,14900.0,149,pgo pgo scooter 2300 14900.0 149
Honda,NSR150-SP,2002 Honda NSR150-SP,2002,286f70914ff002b73555ff5f8de0d7c7c2418e7c3aec6eba75205c6a259b8d6a,5250,11,Super Sport,3066.0,149,honda,nsr150-sp,super sport,5250,3066.0,149,honda honda super sport 5250 3066.0 149
Vespa,150 Sprint,1965 Vespa 150 Sprint,1965,4ad4c436da5b727c1531f83fea2e8a946f58f04c5d7f84a8102ada819eeda4fe,6000,14,Scooters,14922.0,149,vespa,150 sprint,scooter,6000,14922.0,149,vespa vespa scooter 6000 14922.0 149
CFMoto,Leader 150,2014 CFMoto Leader 150,2014,273d88aafc2c4b32d904964cb22f849f0995a3bf8e64e602b0fe0341f1e58fb9,1200,8,Naked,19500.0,149,cfmoto,leader 150,nake,1200,19500.0,149,cfmoto cfmoto nake 1200 19500.0 149
Vespa,LX 150,2007 Vespa LX 150,2007,f22e01166aef18b853783ef3709e9f4ce98b4bdcf822c9b4a73a61aebe68d68a,2200,3,Scooters,49500.0,150,vespa,lx 150,scooter,2200,49500.0,150,vespa vespa scooter 2200 49500.0 150
Hunter Scooter,ZH 150,2016 Hunter Scooter ZH 150,2016,2a8ec4bd0683e2af9f2bf016a89477cc9cb8797f2f2d1d3b1cf75ba43dc3d225,3000,5,Scooters,,150,hunter scooter,zh 150,scooter,3000,,150,hunter scooter hunter scooter scooter 3000 nan 150
Hunter Scooter,ZH 150,2017 Hunter Scooter ZH 150,2017,ef414d3fe6c82c947c806240eca9ed28f4faf9f91aa00dc83fda0b0402cb291c,3000,5,Scooters,2482.0,150,hunter scooter,zh 150,scooter,3000,2482.0,150,hunter scooter hunter scooter scooter 3000 2482.0 150
Hunter Scooter,ZH 150,2017 Hunter Scooter ZH 150,2017,cf98f84a6ca04e1b121db96f9480a2a5d7dff97073ecda86efff177fecea4492,3900,5,Scooters,122.0,150,hunter scooter,zh 150,scooter,3900,122.0,150,hunter scooter hunter scooter scooter 3900 122.0 150
Piaggio,Fly 150,2011 Piaggio Fly 150 MY12,2011,0518ba7b584bfbf43aacaff219233632a4ecb0d939a9877ef8662ce491affa3c,2200,2,Scooters,8500.0,150,piaggio,fli 150,scooter,2200,8500.0,150,piaggio piaggio scooter 2200 8500.0 150
Torino,Famosa 150,2014 Torino Famosa 150,2014,80cbff020e5469fb4d3c8e92564351205aa227ce87f0cb89d4271563f0454fbb,2300,9,Scooters,6100.0,150,torino,famosa 150,scooter,2300,6100.0,150,torino torino scooter 2300 6100.0 150
Sachs,Express 150,2010 Sachs Express 150,2010,47e661279bd300afe8af85c0e163cda23b216803aa79e60a8bc24332a5737c06,1200,5,Naked,8625.0,150,sach,express 150,nake,1200,8625.0,150,sach sach nake 1200 8625.0 150
Piaggio,Liberty 150,2003 Piaggio Liberty 150,2003,27a7309956357a7379453159ab17c83806de95116968e52da90e5f6264d1cf38,1400,7,Scooters,37568.0,150,piaggio,liberti 150,scooter,1400,37568.0,150,piaggio piaggio scooter 1400 37568.0 150
TGB,303RS150,2006 TGB 303RS150,2006,20c9d347603dde0d23e982f93505caa58bd146e65b16ebfaff8daf85abfbf698,1500,6,Scooters,14300.0,151,tgb,303rs150,scooter,1500,14300.0,151,tgb tgb scooter 1500 14300.0 151
Yamaha,Tricity 155 ABS (MW150A),2018 Yamaha Tricity 155 ABS (MW150A) MY16,2018,2085b9e607e2fe3aa41f9465ba57895642bce8b5b997269002fd5a267bd4b1b1,4999,17,Scooters,1396.0,155,yamaha,triciti 155 ab ( mw150a ),scooter,4999,1396.0,155,yamaha yamaha scooter 4999 1396.0 155
Yamaha,Tricity 155 ABS (MW150A),2018 Yamaha Tricity 155 ABS (MW150A) MY16,2018,88197cc5271d7a24e9327cae970293acbcca173e79412cdad16e6b2105c63ea8,4990,7,Scooters,300.0,155,yamaha,triciti 155 ab ( mw150a ),scooter,4990,300.0,155,yamaha yamaha scooter 4990 300.0 155
Kymco,Agility 16+ 200i,2018 Kymco Agility 16+ 200i,2018,6f95b36c8e9670f8a3d3d99af400f00ee8258e29dc827bfd1212b5eb7c20c48f,3900,10,Scooters,854.0,163,kymco,agil 16+ 200i,scooter,3900,854.0,163,kymco kymco scooter 3900 854.0 163
Polaris,RZR 170,2017 Polaris RZR 170,2017,8e13f5860438ee59eb97c8bf07731c19a409ea4f5d36a214739c86a95c24e797,4200,11,Sport,,169,polari,rzr 170,sport,4200,,169,polari polari sport 4200 nan 169
Yamaha,DT175,2002 Yamaha DT175,2002,3dce7c589cf4b0bd33ccc544c8c8628073e7459a32d70e10b49c897a7ab18b93,2500,6,Trail,12915.0,171,yamaha,dt175,trail,2500,12915.0,171,yamaha yamaha trail 2500 12915.0 171
Yamaha,DT175,2004 Yamaha DT175,2004,c1000a36442a82bd805325b16a6fdce77d06b2cf4d5db094855fe4916b840c78,2750,10,Trail,2683.0,171,yamaha,dt175,trail,2750,2683.0,171,yamaha yamaha trail 2750 2683.0 171
Yamaha,DT175,1984 Yamaha DT175,1984,ac6a2dd4a0b6f168c34d0011c455d79016cba3cbd618dee14092d0e12459b8aa,3000,5,Trail,,171,yamaha,dt175,trail,3000,,171,yamaha yamaha trail 3000 nan 171
Honda,XL175,1973 Honda XL175,1973,4e6d7fc366a19889302afc5ced573842915f630adf8f938822d657586c3be574,4500,11,Adventure Touring,3609.0,173,honda,xl175,adventur tour,4500,3609.0,173,honda honda adventur tour 4500 3609.0 173
Lambretta,TV175,1963 Lambretta TV175,1963,d1aa16c1a3c21265cfcd7b57eb0f2bc3e0d86c897d0bca8f92aa41ff7a872cd9,15000,15,Scooters,90.0,175,lambretta,tv175,scooter,15000,90.0,175,lambretta lambretta scooter 15000 90.0 175
Italjet,Dragster 180,2000 Italjet Dragster 180,2000,5b93fdf46421bfca0d7d175320dd2e5aaf3f913d3125101dd2d66b31debef96b,6800,5,Scooters,21262.0,176,italjet,dragster 180,scooter,6800,21262.0,176,italjet italjet scooter 6800 21262.0 176
Aprilia,Scarabeo 200 ie,2015 Aprilia Scarabeo 200 ie,2015,4a1f00e38eabb5b87cebdc707323cf05083609cc556d3e1f1449f63e567b10ac,3800,10,Scooters,17000.0,181,aprilia,scarabeo 200 ie,scooter,3800,17000.0,181,aprilia aprilia scooter 3800 17000.0 181
Aprilia,Scarabeo 200 ie,2014 Aprilia Scarabeo 200 ie,2014,718b3bb569b223d4fb554bc5dda12b5ac3f47fc1334a315546e035c20dbfe5a9,3000,9,Scooters,17133.0,181,aprilia,scarabeo 200 ie,scooter,3000,17133.0,181,aprilia aprilia scooter 3000 17133.0 181
Yamaha,TW200E,2007 Yamaha TW200E,2007,4ad9cba66f0151a2b091c60e50b7a5184b726cb51b27c5c64ca357bdfd75ce4f,4600,12,Trail,6772.0,196,yamaha,tw200e,trail,4600,6772.0,196,yamaha yamaha trail 4600 6772.0 196
Suzuki,DR200S,2017 Suzuki DR200S,2017,9968ad8f31c7eec7b88faf2330db254f771e53d1d0f7054af921651c47eff9c2,4400,3,Trail,372.0,199,suzuki,dr200,trail,4400,372.0,199,suzuki suzuki trail 4400 372.0 199
KTM,200 Duke,2016 KTM 200 Duke,2016,7883c53197487fd2d15ba627b8d89b06357185df51c27c4fdb2bdeea9539f63f,3700,9,Naked,7600.0,199,ktm,200 duke,nake,3700,7600.0,199,ktm ktm nake 3700 7600.0 199
KTM,200 Duke,2012 KTM 200 Duke,2012,8070304845cf9d745f3d1086e5f01e58663ba59cfb5cd6696e75b2d83b3c1415,2850,6,Naked,27315.0,199,ktm,200 duke,nake,2850,27315.0,199,ktm ktm nake 2850 27315.0 199
Vespa,P200E,1981 Vespa P200E,1981,493051b1f46cbd4fca193e5735728451fa307ce2fcd021d0557e5f741521dc96,6800,3,Scooters,45000.0,200,vespa,p200e,scooter,6800,45000.0,200,vespa vespa scooter 6800 45000.0 200
Suzuki,Burgman 200 (UH200),2016 Suzuki Burgman 200 (UH200),2016,000a09cc25cbc30c67d51f0422102a2c9e4356951384a29dd131e00eb307b194,4900,5,Scooters,902.0,200,suzuki,burgman 200 ( uh200 ),scooter,4900,902.0,200,suzuki suzuki scooter 4900 902.0 200
Honda,CRF230F,2009 Honda CRF230F,2009,770759cfd5930a36637db9eeddb7fb25f069e0a7531f32d5c0a16b008b24dab4,2400,5,Trail,5000.0,223,honda,crf230f,trail,2400,5000.0,223,honda honda trail 2400 5000.0 223
Honda,CRF230F,2010 Honda CRF230F,2010,be8aa37be7184b11bc7c376b39975cb29074d7879ca311146c28a2439b6ce6f4,3888,20,Trail,,223,honda,crf230f,trail,3888,,223,honda honda trail 3888 nan 223
Honda,CRF230L,2008 Honda CRF230L,2008,eefc8a6548b4c0e16a1653f74daefe7f065383ef60b1ff1dee126fcf2d5519d2,4250,13,Trail,1180.0,223,honda,crf230l,trail,4250,1180.0,223,honda honda trail 4250 1180.0 223
Honda,CRF230L,2012 Honda CRF230L,2012,0ac85d3e759331bd03ded91cdb8cc31d7bb84c1f3b9ef0de04e551c961754ef7,4777,23,Trail,9020.0,223,honda,crf230l,trail,4777,9020.0,223,honda honda trail 4777 9020.0 223
Yamaha,Scorpio,2007 Yamaha Scorpio,2007,c8b588804d2ddf5a5c5a9d1975d8e7a2105e7453237ce068581a59ce413964d3,9990,30,Naked,7612.0,223,yamaha,scorpio,nake,9990,7612.0,223,yamaha yamaha nake 9990 7612.0 223
Yamaha,TT-R230,2011 Yamaha TT-R230,2011,4c5ef3dd43ab565fbbc8c683195dc14b3e34a6b5a0520db3964d07ca0bff6cf0,2950,6,Trail,,223,yamaha,tt-r230,trail,2950,,223,yamaha yamaha trail 2950 nan 223
Yamaha,TT-R230,2011 Yamaha TT-R230,2011,cfc4d7099f066c8ef09f2e7fd514266acbc36cc6b128f72278ca8752614c5fe3,2500,5,Trail,1.0,223,yamaha,tt-r230,trail,2500,1.0,223,yamaha yamaha trail 2500 1.0 223
Yamaha,TT-R230,2013 Yamaha TT-R230,2013,fb23d2adecc6f55512594040c98f633ddac81d4b87f8991c8abd9c7856fec4f8,3000,5,Trail,500.0,223,yamaha,tt-r230,trail,3000,500.0,223,yamaha yamaha trail 3000 500.0 223
Yamaha,TT-R230,2007 Yamaha TT-R230,2007,aa3b5db4ed10909b7bab67ec62e9365d91eb9bb795a56195aafcb20b55868d48,2950,1,Trail,3000.0,223,yamaha,tt-r230,trail,2950,3000.0,223,yamaha yamaha trail 2950 3000.0 223
Yamaha,TTR230A,2011 Yamaha TTR230A,2011,c95bb1205249b21325b78decf3a3fb6729b059b6ef1bd21010418c3c8ea37eb8,4499,12,Trail,,223,yamaha,ttr230a,trail,4499,,223,yamaha yamaha trail 4499 nan 223
Skyteam,V-Retro 250,2011 Skyteam V-Retro 250,2011,ef4851e6cb793b5fbdcc9f778cc5fe6321364b2b6a539983774b76e6b602f2dd,2500,9,Naked,8617.0,223,skyteam,v-retro 250,nake,2500,8617.0,223,skyteam skyteam nake 2500 8617.0 223
Honda,CB250,2005 Honda CB250,2005,702e491fd2eebf01b72e8ca6ecffd5288de62b9ce5c8944b4d14d15a96a5d5c4,2800,7,Naked,27218.0,234,honda,cb250,nake,2800,27218.0,234,honda honda nake 2800 27218.0 234
Honda,CB250,1999 Honda CB250,1999,e770a3bd04ecb292d4838079ccffa97f68f3849ea474081f8f8502c71fc520ad,6200,6,Naked,56000.0,234,honda,cb250,nake,6200,56000.0,234,honda honda nake 6200 56000.0 234
Honda,CB250,1992 Honda CB250,1992,22f77ce991319a89a5f04ab0ae9d2589eb5db42d0a24b99325dfc476f423b948,1000,7,Naked,38975.0,234,honda,cb250,nake,1000,38975.0,234,honda honda nake 1000 38975.0 234
Honda,CB250,1973 Honda CB250,1973,2029ec50a2f4cbf193323b2123524a1fe9f4217cb5e9c568139ec24205ead054,2500,2,Naked,52832.0,234,honda,cb250,nake,2500,52832.0,234,honda honda nake 2500 52832.0 234
Yamaha,SR250,2003 Yamaha SR250,2003,eb69bfb5eafbb7ff0a5739ab396ca3b3efc3d7f92c7ccc56fbddbd01ed721fa2,5250,8,Naked,10500.0,239,yamaha,sr250,nake,5250,10500.0,239,yamaha yamaha nake 5250 10500.0 239
Arqin,V3 250,2007 Arqin V3 250,2007,cc3ed396d66c62e41850345b6326bf79afc7ac14f8c0c495595c4278912ecbee,2500,11,Scooters,1676.0,244,arqin,v3 250,scooter,2500,1676.0,244,arqin arqin scooter 2500 1676.0 244
Piaggio,X7 250,2008 Piaggio X7 250 MY09,2008,0ce74da6dd8678357cc95e14cb8bbddbcc16a313b8d0bb826db0580dfd2377f5,3400,5,Scooters,22166.0,244,piaggio,x7 250,scooter,3400,22166.0,244,piaggio piaggio scooter 3400 22166.0 244
Derbi,GP1 250,2010 Derbi GP1 250,2010,8b9b7d4a559e36a6d1e6ea71e2be04fcf4b6276be31421028435e7a2112a7d4c,6650,11,Scooters,11500.0,244,derbi,gp1 250,scooter,6650,11500.0,244,derbi derbi scooter 6650 11500.0 244
Derbi,GP1 250,2009 Derbi GP1 250,2009,1fa199af535c536a83b0ac87748c2c56f9546055523ffe93418f1ffc3a4367fa,4800,8,Scooters,14840.0,244,derbi,gp1 250,scooter,4800,14840.0,244,derbi derbi scooter 4800 14840.0 244
Derbi,GP1 250,2009 Derbi GP1 250,2009,32a4336a619d16256bc691558ecac3d04ea8569a6988622dc75b93b781f45782,5750,9,Scooters,3865.0,244,derbi,gp1 250,scooter,5750,3865.0,244,derbi derbi scooter 5750 3865.0 244
Vespa,GTS 250ie,2006 Vespa GTS 250ie,2006,803e9221c4281224b4a5ec201f2d018be47890208804af770665cb286354644d,6200,4,Scooters,574.0,244,vespa,gt 250ie,scooter,6200,574.0,244,vespa vespa scooter 6200 574.0 244
Vespa,GTS 250ie,2014 Vespa GTS 250ie,2014,25d8140062875502c81b6f225a24ddecb53f6e03344ac0b1aa43515a9e0ddc75,7200,6,Scooters,6700.0,244,vespa,gt 250ie,scooter,7200,6700.0,244,vespa vespa scooter 7200 6700.0 244
Vespa,GTS 250ie,2005 Vespa GTS 250ie,2005,fad43204e95b8c00c030fd0367776f2bb5df9bf42bf625c69a1ab87b20cf756b,4500,11,Scooters,4316.0,244,vespa,gt 250ie,scooter,4500,4316.0,244,vespa vespa scooter 4500 4316.0 244
Suzuki,TS250,1976 Suzuki TS250,1976,94ccece2367f2b31b8b93c9d5dc6f2625a03680c291f7ef761e157b3847a76c5,500,5,Trail,20724.0,246,suzuki,ts250,trail,500,20724.0,246,suzuki suzuki trail 500 20724.0 246
Daelim,VJF250,2011 Daelim VJF250 MY12,2011,9fe93ad770b22973a14dc65e0f0d7bc8e6385fb5bbd819f3b331d60a1f60d4ab,1200,8,Super Sport,6300.0,246,daelim,vjf250,super sport,1200,6300.0,246,daelim daelim super sport 1200 6300.0 246
Kawasaki,KLX250B,1982 Kawasaki KLX250B,1982,0d4286bda2b9ff3d14548ae8363079afcbbb05874e30382a0e047c3ff755d606,6200,14,Trail,,246,kawasaki,klx250b,trail,6200,,246,kawasaki kawasaki trail 6200 nan 246
Yamaha,RZ250,1989 Yamaha RZ250,1989,876e7c43cc10988bba054ca02f12e77ca80765e801f965c786c756c527207eff,5500,12,Naked,54000.0,247,yamaha,rz250,nake,5500,54000.0,247,yamaha yamaha nake 5500 54000.0 247
Suzuki,X6 Hustler / T20 Super Six,1966 Suzuki X6 Hustler / T20 Super Six,1966,c36ad4ae8455ecd00dcda05b2a07ed3d1c47880cfe38f4b2a140d4994cc2ed91,4000,9,Naked,1.0,247,suzuki,x6 hustler / t20 super six,nake,4000,1.0,247,suzuki suzuki nake 4000 1.0 247
Honda,VTR250,2006 Honda VTR250,2006,7e0a4d2f54c8b4ef143ee38479b816047938901a5577affe349c6a4a1a4afcaf,2900,9,Naked,39400.0,248,honda,vtr250,nake,2900,39400.0,248,honda honda nake 2900 39400.0 248
Honda,VTR250,2001 Honda VTR250,2001,5dd147bd0b657e31a19f8c41717ac2e8f5b4057eedb0932a9508f509ee3f92f2,3000,9,Naked,560000.0,248,honda,vtr250,nake,3000,560000.0,248,honda honda nake 3000 560000.0 248
Honda,VTR250,2001 Honda VTR250,2001,70dcc3a3a4f1f169c987e359d04f4961f15fc06962acee34a9bf9abbce87b17d,2200,9,Naked,49451.0,248,honda,vtr250,nake,2200,49451.0,248,honda honda nake 2200 49451.0 248
Honda,VTR250,2003 Honda VTR250,2003,2bbb7013c294b3450a5beb1e968aa53a20a6d7339aeeb90a146c195f1136a2a7,2800,4,Naked,32000.0,248,honda,vtr250,nake,2800,32000.0,248,honda honda nake 2800 32000.0 248
Honda,VTR250,2007 Honda VTR250,2007,9466826919c209bc1c79dd571d315ec5c0fb4c3483f37234db111d4464bc31f4,2200,8,Naked,33850.0,248,honda,vtr250,nake,2200,33850.0,248,honda honda nake 2200 33850.0 248
Honda,VTR250,2001 Honda VTR250,2001,b9eb26c83d14a45d360e83a4228b8db401718db93cda40df1a17e385e9b5251e,3750,8,Naked,41000.0,248,honda,vtr250,nake,3750,41000.0,248,honda honda nake 3750 41000.0 248
Honda,VTR250,2005 Honda VTR250,2005,08403c4e39dad9639b5cf7f2b69aac5c49c87e99b48f35ac6ae0f4236e74b142,2990,13,Naked,40382.0,248,honda,vtr250,nake,2990,40382.0,248,honda honda nake 2990 40382.0 248
Honda,VTR250,2000 Honda VTR250,2000,b34a5ac93816e4e6d5a61a52544217ad6768126b14fddbe22152f15e34d0d6af,2700,8,Naked,26800.0,248,honda,vtr250,nake,2700,26800.0,248,honda honda nake 2700 26800.0 248
Honda,VTR250,2006 Honda VTR250,2006,aaac0589aaf35fa65fca3ff08d2a392f7851d78066c1e13974dc469b34a3bde1,3500,10,Naked,46000.0,248,honda,vtr250,nake,3500,46000.0,248,honda honda nake 3500 46000.0 248
Honda,VTR250,2004 Honda VTR250,2004,92c65715635ca28f751cc61e91c93905c7cbcfa1e582d62c6c8df175d47b91a3,3000,8,Naked,40850.0,248,honda,vtr250,nake,3000,40850.0,248,honda honda nake 3000 40850.0 248
Honda,VTR250,2006 Honda VTR250,2006,22b64b3320da05789d802f17832bed3047b747e819d6fe675a62e202014065d4,2000,3,Naked,171443.0,248,honda,vtr250,nake,2000,171443.0,248,honda honda nake 2000 171443.0 248
Honda,VTR250,2001 Honda VTR250,2001,2e849ce22554129b82b5916dec8ae4f2ef6ffe4727ed55f6e83c1ad11973c000,2500,4,Naked,42733.0,248,honda,vtr250,nake,2500,42733.0,248,honda honda nake 2500 42733.0 248
Honda,VTR250,2007 Honda VTR250,2007,97fb1aaa06eff803d34ed1efa21b8901cafaf561048f8ebcb78f841cb9524f40,2900,14,Naked,41040.0,248,honda,vtr250,nake,2900,41040.0,248,honda honda nake 2900 41040.0 248
Honda,VTR250,2007 Honda VTR250,2007,c66b6ccbb45bb06634eca0b3fe13e184e394a3c576ddf21d46d89877b7b70d89,2500,9,Naked,33701.0,248,honda,vtr250,nake,2500,33701.0,248,honda honda nake 2500 33701.0 248
Honda,VTR250,2006 Honda VTR250,2006,92756e1899503c488beb94e364c099a3faec47f8436350f8c5da7a06faec1515,3500,7,Naked,28476.0,248,honda,vtr250,nake,3500,28476.0,248,honda honda nake 3500 28476.0 248
Honda,VT250 Spada,1988 Honda VT250 Spada,1988,1c6840ef8eb7205de28d27b47dbf77d9e53be880d6171718b2850b802c3fb078,2499,10,Naked,45879.0,248,honda,vt250 spada,nake,2499,45879.0,248,honda honda nake 2499 45879.0 248
Honda,VT250 Spada,1988 Honda VT250 Spada,1988,c131fc480eef5cd3dfba2acc9e729d5ec56cfd16c56ef1ad99fcc2835c8acb66,1995,4,Naked,60000.0,248,honda,vt250 spada,nake,1995,60000.0,248,honda honda nake 1995 60000.0 248
Honda,VT250 Spada,1989 Honda VT250 Spada,1989,74b70312e52fa28bbc7c01d4ef513b9503ec91d9f1051052bd43bb98e0727057,2400,4,Naked,36700.0,248,honda,vt250 spada,nake,2400,36700.0,248,honda honda nake 2400 36700.0 248
